index,Variable,Value
70,CH3(OONO2)+hv->CH3OO+NO2,0.00036797623554104815
71,C2H5ONO2+hv->C2H5O+NO2,0.00031347625548370605
72,nC3H7ONO2+hv->C3H7O+NO2,0.0003648217940391588
73,1-C4H9ONO2+hv->1-C4H9O+NO2,0.00038396884374223563
74,2-C4H9ONO2+hv->2-C4H9O+NO2,5.050017068057985e-05
75,nitro_acetone+hv->Products,0.00012745323807376136
76,nitro_ethanol+hv->Products,8.628963891001267e-06
77,CH3CH2ONO2+hv->CH3CH2O+NO2,3.751324867737987e-05
78,CH3CHONO2CH3+hv->CH3CHOCH3+NO2,5.025944765645105e-05
79,CH3COCH3+hv->CH3CO+CH3,8.691505282904109e-05
80,CCl3F+hv->Products,1.2097434066398283e-05
81,CCl2F2+hv->Products,1.73672072087949e-06
82,CFC-113+hv->Products,2.2985467861526093e-06
83,CFC-114+hv->Products,1.5838875098230318e-07
84,CFC-115+hv->Products,6.8798824109480216e-09
85,HCFC-22+hv->Products,5.631530373406609e-09
86,CF3CHCl2+hv->Products,1.5947612151908937e-06
87,CF3CHFCl+hv->Products,1.7825692801952558e-08
88,HCFC-141b+hv->Products,2.5736713254309383e-06
89,HCFC-142b+hv->Products,1.8268673175916502e-08
90,HCFC-225ca+hv->Products,3.4256332738203575e-06
91,HCFC-225cb+hv->Products,1.2896845036360555e-07
92,C(CH3)3(ONO2)+hv->C(CH3)(O.)+NO2,5.8930465763230576e-05
93,C(CH3)3(ONO)+hv->C(CH3)3(O)+NO,0.0049100327873808775
94,PAN+hv->CH3CO(OO)+NO2,0.00012696455569818633
95,PAN+hv->CH3CO(O)+NO3,5.441338101350845e-05
96,PPN+hv->CH3CH2CO(OO)+NO2,8.131903524983248e-05
97,PPN+hv->CH3CH2CO(O)+NO3,5.1990858602351925e-05
98,CH2=C(CH3)CHO+hv->Products,8.255031127438583e-06
99,MVK+hv->Products,6.080808581457501e-05
100,HOCH2CHO+hv->CH2OH+HCO,0.00011862268653143759
101,HOCH2CHO+hv->CH3OH+CO,1.4291889943546696e-05
102,HOCH2CHO+hv->CH2CHO+OH,1.000432296048269e-05
103,CH2(OH)COCH3+hv->CH3CO+CH2(OH),2.270667518830029e-05
104,CH2(OH)COCH3+hv->CH2(OH)CO+CH3,2.270667518830029e-05
105,CHOCHO+hv->HCO+HCO,0.00011843643435835972
106,CHOCHO+hv->H2+CO+CO,6.102350818831256e-05
107,CHOCHO+hv->CH2O+CO,8.698090667805223e-05
108,CH3COCHO+hv->CH3CO+HCO,0.0017685541894700767
109,CH3COCOCH3+hv->Products,0.0003579802533271437
110,CH3COOH+hv->CH3+COOH,6.278915063037358e-06
111,CH3COOOH+hv->Products,3.4855681883228895e-05
112,CH3COCOOH+hv->Products,0.0005495742936444463
113,CH3CH3NNO+hv->Products,0.00330262010588246
114,CF2O+hv->Products,2.88977994911289e-07
